1.768707	1.768707	
9.251701	9.251701	
16.145125	16.145125	
24.353741	24.353741	
31.655329	31.655329	
37.505669	37.505669	
42.993197	42.993197	
49.569161	49.569161	
55.283447	55.283447	
61.995465	61.995465	
67.664399	67.664399	
73.560091	73.560091	
80.498866	80.498866	
88.163265	88.163265	
97.097506	97.097506	
102.358277	102.358277	
107.891156	107.891156	
113.414260	113.414260	
119.128546	119.128546	
125.795213	125.795213	
133.232854	133.232854	
146.475485	146.475485	
154.139884	154.139884	
168.153489	168.153489	
176.407458	176.407458	
184.298614	184.298614	
189.241925	189.241925	
196.135349	196.135349	
202.212446	202.212446	
211.736256	211.736256	
220.126278	220.126278	
228.380247	228.380247	
237.087730	237.087730	
242.620610	242.620610	
248.380247	248.380247	
255.727185	255.727185	
264.343966	264.343966	
271.736256	271.736256	
280.987956	280.987956	
286.475485	286.475485	
293.051449	293.051449	
300.126278	300.126278	
305.840564	305.840564	
313.051449	313.051449	
319.672764	319.672764	
324.978886	324.978886	
331.826959	331.826959	
338.312219	338.312219	
344.661426	344.661426	
350.375712	350.375712	
357.495893	357.495893	
366.384782	366.384782	
377.269136	377.269136	
384.298614	384.298614	
396.407458	396.407458	
403.346233	403.346233	
410.103603	410.103603	
417.858705	417.858705	
425.477752	425.477752	
434.230587	434.230587	
439.808818	439.808818	
449.196573	449.196573	
463.527639	463.527639	
