0.770975	0.770975	
7.482993	7.482993	
12.834467	12.834467	
17.913832	17.913832	
24.943311	24.943311	
30.204082	30.204082	
35.736961	35.736961	
41.723356	41.723356	
47.755102	47.755102	
54.557823	54.557823	
60.861678	60.861678	
69.024943	69.024943	
78.820862	78.820862	
84.353741	84.353741	
90.294785	90.294785	
95.873016	95.873016	
102.539683	102.539683	
109.206349	109.206349	
115.283447	115.283447	
121.678005	121.678005	
128.480726	128.480726	
134.331066	134.331066	
139.591837	139.591837	
146.621315	146.621315	
153.333333	153.333333	
166.394558	166.394558	
173.151927	173.151927	
182.448980	182.448980	
189.115646	189.115646	
196.371882	196.371882	
204.444444	204.444444	
210.657596	210.657596	
218.458050	218.458050	
225.124717	225.124717	
231.383220	231.383220	
237.278912	237.278912	
245.668934	245.668934	
252.653061	252.653061	
258.321995	258.321995	
263.219955	263.219955	
272.063492	272.063492	
277.588556	277.588556	
284.209871	284.209871	
292.743764	292.743764	
304.489796	304.489796	
