0.453515	0.453515	
4.671202	4.671202	
9.977324	9.977324	
15.736961	15.736961	
22.857143	22.857143	
29.659864	29.659864	
35.102041	35.102041	
40.907029	40.907029	
46.258503	46.258503	
52.607710	52.607710	
58.730159	58.730159	
67.165533	67.165533	
72.426304	72.426304	
80.045351	80.045351	
86.031746	86.031746	
91.927438	91.927438	
99.047619	99.047619	
105.351474	105.351474	
112.698413	112.698413	
119.954649	119.954649	
126.258503	126.258503	
134.784580	134.784580	
142.494331	142.494331	
152.471655	152.471655	
162.358277	162.358277	
167.437642	167.437642	
173.560091	173.560091	
181.360544	181.360544	
192.471655	192.471655	
