1.768707	1.768707	
13.242630	13.242630	
19.909297	19.909297	
24.671202	24.671202	
29.569161	29.569161	
35.555556	35.555556	
40.952381	40.952381	
46.439909	46.439909	
52.018141	52.018141	
56.734694	56.734694	
61.632653	61.632653	
66.530612	66.530612	
71.473923	71.473923	
79.909297	79.909297	
85.623583	85.623583	
90.385488	90.385488	
96.417234	96.417234	
104.353741	104.353741	
110.294785	110.294785	
117.641723	117.641723	
123.537415	123.537415	
131.609977	131.609977	
137.324263	137.324263	
144.263039	144.263039	
154.784580	154.784580	
160.861678	160.861678	
166.893424	166.893424	
172.698413	172.698413	
177.596372	177.596372	
183.129252	183.129252	
188.526077	188.526077	
194.376417	194.376417	
201.043084	201.043084	
207.346939	207.346939	
214.104308	214.104308	
219.092971	219.092971	
230.702948	230.702948	
238.140590	238.140590	
243.219955	243.219955	
252.743764	252.743764	
263.945578	263.945578	
