0.770975	0.770975	
6.213152	6.213152	
13.605442	13.605442	
20.272109	20.272109	
27.392290	27.392290	
34.648526	34.648526	
41.133787	41.133787	
46.893424	46.893424	
53.968254	53.968254	
63.356009	63.356009	
70.929705	70.929705	
77.913832	77.913832	
83.673469	83.673469	
89.795918	89.795918	
95.510204	95.510204	
104.263039	104.263039	
110.748299	110.748299	
120.181406	120.181406	
126.077098	126.077098	
132.335601	132.335601	
138.911565	138.911565	
144.761905	144.761905	
150.113379	150.113379	
155.827664	155.827664	
160.952381	160.952381	
168.752834	168.752834	
174.920635	174.920635	
182.358277	182.358277	
187.165533	187.165533	
195.192744	195.192744	
202.857143	202.857143	
209.478458	209.478458	
218.684807	218.684807	
227.755102	227.755102	
234.829932	234.829932	
240.634921	240.634921	
246.031746	246.031746	
252.199546	252.199546	
256.961451	256.961451	
262.993197	262.993197	
268.117914	268.117914	
275.102041	275.102041	
280.816327	280.816327	
287.120181	287.120181	
292.471655	292.471655	
298.548753	298.548753	
303.582766	303.582766	
310.430839	310.430839	
315.918367	315.918367	
324.535147	324.535147	
332.380952	332.380952	
339.092971	339.092971	
346.394558	346.394558	
352.471655	352.471655	
358.412698	358.412698	
364.761905	364.761905	
371.065760	371.065760	
375.238095	375.238095	
381.451247	381.451247	
389.297052	389.297052	
395.600907	395.600907	
403.265306	403.265306	
408.072562	408.072562	
416.326531	416.326531	
428.072562	428.072562	
436.281179	436.281179	
441.179138	441.179138	
451.156463	451.156463	
464.353741	464.353741	
