1.723356	1.723356	
12.335601	12.335601	
19.365079	19.365079	
31.020408	31.020408	
39.365079	39.365079	
48.888889	48.888889	
55.510204	55.510204	
61.814059	61.814059	
68.344671	68.344671	
74.965986	74.965986	
80.816327	80.816327	
88.496341	88.496341	
97.369615	97.369615	
101.421511	101.421511	
107.816069	107.816069	
114.573439	114.573439	
122.918110	122.918110	
127.226500	127.226500	
136.931715	136.931715	
145.049629	145.049629	
149.448722	149.448722	
157.657339	157.657339	
170.537157	170.537157	
