0.544218	0.544218	
6.621315	6.621315	
13.106576	13.106576	
20.090703	20.090703	
24.897959	24.897959	
31.383220	31.383220	
37.551020	37.551020	
45.306122	45.306122	
53.469388	53.469388	
60.362812	60.362812	
70.793651	70.793651	
82.222222	82.222222	
89.342404	89.342404	
96.825397	96.825397	
103.854875	103.854875	
112.562358	112.562358	
122.448980	122.448980	
129.569161	129.569161	
134.875283	134.875283	
138.730159	138.730159	
144.580499	144.580499	
149.569161	149.569161	
155.102041	155.102041	
160.317460	160.317460	
165.079365	165.079365	
171.156463	171.156463	
176.598639	176.598639	
182.539683	182.539683	
189.115646	189.115646	
194.376417	194.376417	
200.680272	200.680272	
205.850340	205.850340	
213.696145	213.696145	
220.725624	220.725624	
226.712018	226.712018	
233.877551	233.877551	
241.405896	241.405896	
246.394558	246.394558	
252.290249	252.290249	
259.773243	259.773243	
269.433107	269.433107	
